;nome;preco;descricao
2127;L'Oréal Paris Óleo Capilar Elseve Extraordinário;R$ 54,90;1 X 100 mL
2128;Chikas Shampoo Deleta Danos;R$ 20,90;1 X 300 mL
2129;Elseve Shampoo Óleo Extraordinario Cachos;R$ 19,90;1 X 200 mL
2130;Pantene Kit Shampoo e Condicionador Bambu;R$ 39,90;1 X 2 Und
2131;Seda Shampoo Anticaspa;R$ 10,99;1 X 325 mL
2132;Pantene Shampoo Bambu;R$ 17,90;1 X 200 mL
2133;Pantene Shampoo Bambu Nutre & Cresce;R$ 29,90;1 X 400 mL
2134;Pantene Shampoo e Condicionador Micelar Pro-V;R$ 39,90;1 X 2 Und
2135;Elseve Shampoo e Condicionador Nutrição Óleo Extraordinário;R$ 33,90;1 X 2 Und
2136;Clear Shampoo Anticaspa Hidratação Intensa;R$ 29,99;1 X 400 mL
2137;Farmax Água Oxigenada 30 Volumes;R$ 2,99;1 X 90 mL
2138;Pantene Kit Equilíbrio Shampoo + Condicionador;R$ 39,90;1 X 2 Und
2139;Capicilin Tonico Antiqueda;R$ 6,99;20 mL
2140;Palmolive Shampoo For Men Anticaspa Antiqueda;R$ 16,90;1 X 350 mL
2141;Gel Condicionador Fixador Ny Looks Fator 2 240g;R$ 8,99;1 X 240 mL
2142;Clear Men Shampoo Anticaspa Ice Cool Menthol;R$ 29,99;1 X 400 mL
2143;Clear Men Shampoo Anticaspa Limpeza Diária 2 em 1;R$ 29,90;1 X 400 mL
2144;Pantene Creme Para Pentear Repara;R$ 22,90;1 X 240 g
2145;Elseve Shampoo Reequilibrante Hydra Detox;R$ 19,90;1 X 200 mL
2146;Pantene Shampoo Micelar;R$ 17,90;1 X 200 mL
2147;Pantene Condicionador 3 Minutos Milagrosos Hidratação;R$ 35,90;1 X 170 mL
2148;Elseve Kit Shampoo Nutri Cachos Longos Dos Sonhos;R$ 33,90;1 X 2 Und
2149;Palmolive Condicionador Neutro;R$ 8,99;1 x 350 mL
2150;Head & Shoulders Shampoo Anticaspa Remoção da Oleosidade;R$ 24,90;1 X 200 mL
2151;Seda Shampoo Recarga Natural Pureza Detox;R$ 10,99;1 X 325 mL
2152;Head & Shoulders Shampoo Anticaspa Men;R$ 39,90;1 X 400.0 mL
2153;Elseve Máscara Intensiva Hidra Hialurônico;R$ 28,90;1 X 300 g
2154;Pantene Shampoo Brilho Extremo;R$ 17,90;1 X 200 mL
2155;Darling Shampoo Condicionador 2 Em 1 Perfume Original;R$ 7,99;1 X 350 mL
2156;Pantene Shampoo Hidratação Intensa;R$ 29,90;1 X 400 mL
2157;Gel Condicionador Fixador Ny Looks Fator 4 240g;R$ 8,99;1 X 240 g
2158;Gota Dourada Tônico Capilar Fortalecimento;R$ 14,90;1 X 100 mL
2159;Seda Shampoo Liso Perfeito;R$ 10,99;1 X 325 mL
2160;Clear Men Shampoo Anticaspa Limpeza Profunda;R$ 29,99;1 X 400 mL
2161;Seda Shampoo Água Micelar e Hialurônico;R$ 10,99;1 X 325 mL
2162;Palmolive Kit Shampoo e Condicionador Naturals Detox Energizante;R$ 19,90;1 X 2 Und
2163;Elseve Shampoo Reparação Total 5+;R$ 25,99;1 X 400 mL
2164;Bozzano Gel Fixador;R$ 17,90;1 X 300 g
2165;Gel Condicionador Fixador Ny Looks Fator 1 240g;R$ 8,99;1 X 240 g
2166;Elseve Condicionador Reparação Total 5;R$ 26,99;1 x 400 mL
2167;Pantene Condicionador Hidratação;R$ 26,99;1 X 400 g
2168;Pantene Shampoo Hidro-Cauterização;R$ 29,90;1 X 400 mL
2169;Loreal Paris-Elseve Condicionador Óleo Extraordinário Nutrição;R$ 26,99;1 X 400 mL
2170;Clear Men Shampoo Anticaspa Queda Control;R$ 29,99;1 X 400 mL
2171;Farmax Água Oxigenada Cremosa 40 Volumes;R$ 2,99;90 mL
2172;Shampoo Pantene Hidratação 175ml;R$ 18,90;175 mL
2173;Pantene Condicionador Liso Extremo;R$ 26,99;1 X 400.0 mL
2174;Monange Shampoo Boost de Crescimento;R$ 10,99;1 X 325 mL
2175;Johnson's Shampoo Cachos dos Sonhos;R$ 23,90;1 X 200 mL
2176;Palmolive Shampoo Anticaspa Clássico Naturals;R$ 16,90;1 X 350 mL
2177;Loreal Paris-Excellence Coloracao Imedia Creme No 6 1;R$ 29,99;47 g
2178;Elseve Condicionador Hidra Hialurônico;R$ 26,99;1 X 400 mL
2179;Shampoo de Cuidados com a Raiz Head & Shoulders Men Menthol Sport 200ml;R$ 24,90;1 X 200 mL
2180;Tresemme Shampoo Hidratação Profunda;R$ 25,90;1 X 400 mL
2181;Clear Men Shampoo Anticaspa Queda Control;R$ 19,90;1 X 200 mL
2182;Bio Extratus Máscara Capilar Camomila Oliva Botica;R$ 44,90;1 X 250 g
2183;Pantene Kit Shampoo e Condicionador Brilho Extremo;R$ 39,90;1 X 2 Und
2184;Depille Papel Para Depilação;R$ 6,49;580 g
2185;Gillette Aparelho de Depilar Suave Vênus;R$ 22,90;1 X 2 Und
2186;Gillette Aparelho De Barbear Prestobarba UltraGrip;R$ 8,90;1 X 2 Und
2187;Gillette Depilador Descartável Venus Suave Sensitive;R$ 21,90;1 X 2 Und
2188;Bic Aparelho de Barbear Descartável Soleil Color Collection;R$ 22,90;1 X 4.0 Und
2189;Bic Aparelho de Barbear Acqua3;R$ 7,99;1 X 2 Und
2190;Gillette Aparelho de Depilar Intima Venus;R$ 37,90;1 X 4 Und
2191;Bic Aparelho De Barbear Sensitive Shaver;R$ 8,90;1 X 7 Und
2192;Vênus Aparelho de Depilar Gillette Intima;R$ 24,90;1 X 2.0 Und
2193;Carga de Aparelho Para Barbear Gillette Mach3 Sensitive;R$ 99,99;5 Und
2194;Bic Aparelho De Barbear Comfort3;R$ 19,90;4 Und
2195;Bic Comfort 3 Aparelho de Barbear Descartável;R$ 13,90;1 X 2 Und
2196;Gillette Aparelho Barbear;R$ 7,90;1 X 2 Und
2197;Gillette Aparelho de Barbear Prestobarba 2;R$ 8,99;1 X 12 Und
2198;Gillette Aparelho de Barbear Descartável Prestobarba3;R$ 34,90;1 X 4 Und
2199;Vertix Papel para Depilação;R$ 8,99;1 X 25 Und
2200;Bic Aparelho de Barbear Comfort 3 Pele Sensível;R$ 13,90;1 X 2 Und
2201;Gillette Aparelho de Barbear Descartável Prestobarba Ultragrip;R$ 13,90;1 X 2 Und
2202;Bic Aparelho Barbeador Intensity Blister;R$ 7,99;1 X 2 Und
2203;Gillette Aparelho de Depilação Prestobarba 3 Feminino;R$ 35,90;1 X 4.0 Und
2204;Probak Aparelho de Barbear II Descartável;R$ 5,49;1 X 2 Und
2205;Gillette Aparelho de Barbear Descartável Prestobarba3;R$ 24,90;1 X 2 Und
2206;Gillette Aparelho de Depilar Descartável Prestobarba;R$ 17,90;1 X 2.0 Und
2207;Gillette Aparelho de Barbear Prestobarba 3 Sensitive Aloe vera;R$ 29,90;1 X 4 Und
2208;Bic Kit Aparelho de Depilar Soleil Clic + Cartuchos;R$ 31,90;1 X 7 Und
2209;Probak II Aparelho de Barbear Descartável;R$ 14,90;1 X 7 Und
2210;Gillette Prestobarba UltraGrip 3;R$ 15,90;1 X 2 Und
2211;Aparelho de Barbear Descartável Gillette Prestobarba3 Sensitive 2 Unidades;R$ 24,90;1 X 2 Und
2212;Gillette Carga Para Aparelho de Barbear Mach3 Carbono;R$ 39,90;1 x 2 Und
2213;Bic Babeador Comfort Hybrid;R$ 23,90;7 x 1 Und
2214;Gillette Aparelho De Barbear Descartável Prestobarba3;R$ 24,90;1 X 2 Und
2215;Gillette Aparelho de Barbear Corpo;R$ 24,90;1 x 2 Und
2216;Gillette Kit Barbeador Prestobarba 3 Cool Descartável;R$ 39,90;1 X 4 Und
2217;Gillette Aparelho de Barbear Mach3 Carbono;R$ 42,90;1 X 1 Und
2218;Creme de Barbear Bozzano Pele Sensível 65g;R$ 11,90;1 X 65 g
2219;Gillette Aparelho de Barbear Descartável Derma Proteção;R$ 35,90;1 X 4.0 Und
2220;Nivea Creme de Barbear Men Sensitive;R$ 16,90;1 X 65 g
2221;Nivea Men Creme para Barbear Original 2 em 1 Protect;R$ 16,90;1 X 65 g
2222;Bozzano Creme de Barbear Refrescante;R$ 11,90;1 X 65 g
2223;Lâminas Wilkinson Sword 3 unidades;R$ 2,19;1 Und
2224;Philco Prancha Para Cabelo Infrared Rose;R$ 239,90;1 X 1 Und
2225;Bic Depilador Descartável Soleil;R$ 15,90;1 X 2 Und
2226;Gillette Barbeador Descartável Derma Proteção;R$ 16,90;1 X 2 Und
2227;Creme de Barbear Bozzano Hidratação 65g;R$ 11,90;1 X 65 g
2228;Condor Pincel Para Barba Sm 3050;R$ 46,90;1 X 1 Und
2229;Depil Geleia Atória Ephigeny Extra Menta 500 G;R$ 25,90;500 g
2230;Gillette Carga para Aparelho de Depilarmach3 Corpo;R$ 54,90;1 X 2 Und
2231;Gillette Mach3 Aparelho de Depilar Corpo;R$ 49,99;1 X 1 Und
2232;Philco Prancha Ceramic Black PPR08 Bivolt Ref.56003040;R$ 109,90;1 x 1 Und
2233;Carga de Aparelho Para Barbear Gillette Mach3;R$ 89,90;5 Und
2234;Gillette Venus Aparelho Descartável de Depilar Simply3 Sensitive;R$ 34,90;1 X 4 Und
2235;Imperador Molho Ingles;R$ 11,90;900 mL
2236;Ki-Arjo - Canela Em Pó;R$ 13,90;47 g
2237;Imperador Molho Alho Sem Pim;R$ 3,59;145 mL
2238;Kodilar Tempero Alho e Sal Bacon;R$ 4,99;400 g
2239;Kodilar Tempero Completo;R$ 10,90;450 g
2240;Samar Naturais Sal Himalaia;R$ 4,99;200 g
2241;Imperador Molho Shoyu;R$ 3,59;145 mL
2242;Kodilar Sal Amargo;R$ 2,29;80 g
2243;Heinz Molho de Tomate com Pedaços Tradicional;R$ 5,49;1 X 300 g
2244;Quero Molho de Tomate Tradicional;R$ 2,49;1 X 300 g
2245;Predilecta Molho de Tomate Tradicional;R$ 1,89;1 X 300 g
2246;Pomarola Molho de Tomate Tradicional;R$ 4,49;1 X 300 g
2247;Pimenta Do Reino Q Delicia Em Grão 50 g;R$ 8,49;50 g
2248;Ki-Arjo - Canela Rama;R$ 6,99;20 g
2249;Cisne Sal Tradicional Refinado Extra Iodado;R$ 4,49;1 X 1 Kg
2250;Fugini Molho de Tomate Tradicional;R$ 1,79;1 X 300 g
2251;Heinz Ketchup Tradicional;R$ 18,90;1 X 397 g
2252;Pomarola Molho Tomate Tradicional;R$ 6,99;1 X 520 g
2253;Ki Arjo Erva Doce;R$ 3,79;20 g
2254;Elefante Extrato de Tomate;R$ 7,49;1 X 300 g
2255;Kodilar Tempero Frango Assadeira Facil Limao Oregano;R$ 5,99;30 g
2256;Q Delicia Pimenta Calabresa;R$ 5,99;40 g
2257;Hellmann's Maionese Tradicional;R$ 15,90;1 X 500 g
2258;Imperador Maionese com Ervas;R$ 7,49;1 X 200 g
2259;Sazon Tempero Para Carnes;R$ 5,69;1 X 60 g
2260;Q delicia Pimenta do Reino Em Po;R$ 6,99;50 g
2261;Molho Pomarola 260G;R$ 3,69;260 g
2262;Ki-Arjo Pimenta Do Reino Em Pó;R$ 4,49;20 g
2263;Pomarola Molho de Tomate com Manjericão;R$ 5,49;1 X 300 g
2264;La Pastina Passata Organica;R$ 29,90;680 g
2265;Maggi Tempero Granulado 7 Vegetais Meu Segredo;R$ 4,99;1 X 49 g
2266;Q Delicia Noz Moscada Bola;R$ 7,99;30 g
2267;Pomarola Molho de Tomate Caseiro;R$ 5,49;1 X 300 g
2268;Ki-Arjo Orégano;R$ 2,39;1 X 10 g
2269;Kodilar Tempero para Frango;R$ 4,49;1 X 40 g
2270;Elefante Extrato Tomate Zero Açucar;R$ 7,99;1 X 300 g
2271;Sacciali Molho De Tomate Passata Rústica;R$ 18,90;1 X 520 g
2272;Quero Ketchup Tradicional;R$ 9,99;1 X 400 g
2273;Heinz Maionese Squeeze;R$ 18,90;1 X 390 g
2274;Heinz Mostarda Tradicional Amarela;R$ 22,90;1 X 255 g
2275;Maggi Tempero Granulado Refoga Cebola e Alho;R$ 4,99;1 X 49 g
2276;Hemmer Ketchup Tradicional Zero Açúcar;R$ 12,90;1 X 310 g
2277;Kodilar Lemon Pepper;R$ 6,49;1 X 30 g
2278;Velly Cravo Índia;R$ 10,90;1 X 20 g
2279;Sakura Molho de Soja Tradicional;R$ 6,49;1 X 150 mL
2280;La Pastina Arroz para Risoto;R$ 36,90;1 X 1 Kg
2281;Kodilar Tempero Pronto para Carnes e Legumes;R$ 3,99;1 X 60 g
2282;Q Delicia Manjericão;R$ 2,99;15 g
2283;Kenko Molho Inglês Tipo Worcestershire Salsa Inglesa;R$ 5,99;1 X 150.0 mL
2284;Hellmann's Ketchup Tradicional;R$ 16,90;1 X 380 g
2285;Q Delicia Chimichurri;R$ 6,99;40 g
2286;Kodilar Tempero Alho Pic Sem Sal;R$ 9,49;200 g
2287;Q Delicia Alecrim;R$ 3,99;20 g
2288;Sazon Tempero para Frango Verde;R$ 5,69;1 X 60 g
2289;Hellmann's Maionese Tradicional;R$ 10,90;1 X 250 mL
2290;Kodilar Sal Amoníaco;R$ 8,49;1 X 60 g
2291;Kodilar Especiarias Chimichurri;R$ 4,99;1 X 20 g
2292;Oregano Q Delicia;R$ 3,29;15 g
2293;Heinz Ketchup Tradicional;R$ 21,90;1 X 567 g
2294;Kenko Molho De Alho;R$ 7,99;1 X 150 mL
2295;Samar Óleo Gergelim;R$ 22,90;150 mL
2296;Andorinha Azeite de Oliva Extra Virgem Português;R$ 64,90;1 X 500 mL
2297;Castelo Vinagre de Álcool;R$ 3,89;1 X 750 mL
2298;Gallo Azeite de Oliva Extra Virgem Clássico;R$ 54,90;1 X 500 mL
2299;Rosani Vinagre de Maça Orgânico;R$ 25,90;1 X 250 mL
2300;Kodilar Vinagre Balsamico;R$ 13,90;250 mL
2301;Salada Óleo de Girassol;R$ 15,90;1 X 900.0 mL
2302;Comigo Óleo de Soja Refinado;R$ 7,99;1 X 900 mL
2303;Sinhá Óleo de Girassol;R$ 8,99;1 X 900 mL
2304;Toscano Vinagre de Álcool;R$ 3,49;1 X 750 mL
2305;Liza Óleo de Girassol Tipo 1;R$ 18,90;1 X 900 mL
2306;Andorinha Azeite de Oliva Extra Virgem;R$ 36,90;1 X 250 mL
2307;Castelo Vinagre de Maçã;R$ 9,99;1 X 750 mL
2308;Gallo Azeite de Oliva Português Tipo Único;R$ 54,90;1 X 500 mL
2309;Liza Óleo de Milho;R$ 16,90;1 X 900 mL
2310;Castelo Vinagre de Álcool Colorido;R$ 3,99;1 X 750 mL
2311;Gallo Azeite de Oliva Extra Virgem Clássico;R$ 35,90;1 X 250 mL
2312;Salada Óleo de Milho Tipo 1;R$ 18,90;1 X 900 mL
2313;Gallo Azeite Extra Virgem Português;R$ 64,90;1 X 500.0 mL
2314;Salada Óleo de Canola Tipo 1;R$ 16,90;1 X 900 mL
2315;Liza Óleo de Canola;R$ 13,90;1 X 900 mL
2316;Gallo Azeite de Oliva Tipo Único;R$ 29,90;1 X 250 mL
2317;Castelo Vinagre de Vinho Branco Clássico;R$ 9,49;1 X 750 mL
2318;Gallo Azeite de Oliva Português Tipo Único Dia a Dia;R$ 54,90;1 X 500 mL
2319;Toscano Vinagre de Maçã;R$ 9,99;1 X 750 mL
2320;Rosani Vinagre de Vinho Tinto;R$ 9,49;1 X 500 mL
2321;Gallo Azeite de Oliva Extra Virgem Português;R$ 54,90;1 X 400.0 mL
2322;Mazola Óleo de Girassol;R$ 21,90;1 X 900 mL
2323;Toscano Vinagre de Álcool Colorido;R$ 3,69;1 X 750 mL
2324;Sinha Oleo De Milho;R$ 11,90;1 X 900 mL
2325;Montes Verdes Vinagre de Maçã;R$ 19,90;1 X 534 mL
2326;Sinha Óleo De Canola;R$ 11,90;900 mL
2327;Cristal Óleo De Milho;R$ 12,90;1 X 900 mL
2328;Gomes da Costa Azeite de Oliva Extra Virgem;R$ 59,90;1 X 500 mL
2329;Natural Life Vinagre Maçã Sem Glúten;R$ 7,99;500 mL
2330;La Española Azeite Espanhol Extra Virgem;R$ 41,90;1 X 500 mL
2331;Castelo Vinagre de Arroz;R$ 8,99;1 X 750 mL
2332;Toscano Vinagre de Álcool Limão;R$ 7,99;1 X 750 mL
2333;Soja Oleovila Velha;R$ 7,49;1 X 900 mL
2334;Cepêra Azeite de Dendê;R$ 8,99;1 X 100 mL
2335;Liza Óleo 100% Algodão;R$ 15,90;1 X 900 mL
2336;Cristal Óleo Girassol;R$ 10,90;900 mL
2337;Rosani Vinagre Maçã;R$ 7,99;1 X 500 mL
2338;Natural Life Óleo de Coco Extra Virgem;R$ 28,90;1 X 300 mL
2339;Toscano Vinagre de Vinho Tinto;R$ 9,49;1 X 750 mL
2340;Toscano Vinagre Vin Branco;R$ 9,49;750 mL
2341;Toscano Vinagre de Arroz;R$ 9,99;1 X 750 mL
2342;La Violetera Azeite De Oliva Extra Virgem;R$ 45,90;1 X 500 mL
2343;Castelo Vinagre de Fruta Maçã e Mel;R$ 23,90;1 X 500 mL
2344;Azeite Pequenas Partilhasde Oliva;R$ 64,90;1 X 500 mL
2345;Toscano Vinagre De Alho;R$ 7,99;1 X 750 mL
2346;Almaromi Vinagre de Coco;R$ 10,90;1 X 400 mL
2347;Castelo Azeite Vidro Extra Virgem;R$ 37,90;1 X 500 mL
2348;Castelo Vinagre de Maçã;R$ 27,90;1 X 500 mL
2349;Paganini Azeite Extra Virgem Sabor Manjericão;R$ 43,90;1 X 250.0 mL
2350;Toscano Vinagre de Álcool Hortelã Com Pimenta;R$ 7,49;1 x 750 mL
2351;Almaromi Vinagre Balsâmico 280 mL;R$ 10,90;280 mL
2352;Mazola Óleo de Milho;R$ 18,90;1 X 900 mL
2353;Castelo Vinagre de Vinho Tinto;R$ 11,90;1 X 500 mL
2354;Senhor Viccino Vinagre de Maçã com Mel;R$ 16,90;1 X 500 mL
2355;Furadinho Cristal Macarrão Sêmola;R$ 9,49;1 Kg
2356;Pizza Facil Massa Para Pizza;R$ 18,90;440 g
2357;Adoralle Macarrao De Semola Argolinha;R$ 4,49;500 g
2358;Jk Massa Para Pastelprofissional 500 G;R$ 10,90;500 g
2359;Nissin Macarrão Instantâneo Galinha Caipira;R$ 2,79;1 X 85 g
2360;Cristal Massa Espaguete Sêmola;R$ 4,99;1 X 500 g
2361;Ajinomoto Macarrão Instantâneo Nissin Sabor Carne;R$ 2,79;1 X 85 g
2362;Barilla Macarrão com Ovos Espaguete 8;R$ 6,49;1 X 500 g
2363;Emegê Macarrão Ovos Padre Nosso;R$ 4,49;1 X 500 g
2364;Dona Benta Macarrão Parafuso com Ovos;R$ 5,49;1 X 500 g
2365;Cristal Macarrão Semola Parafuso;R$ 4,49;1 X 500 g
2366;Adoralle Macarrão Instantâneo Lámen Sabor Calabresa Picante;R$ 1,69;1 X 85 g
2367;Dona Benta Macarrão Parafuso Sêmola;R$ 4,99;1 X 500 g
2368;Barilla Macarrão de Sêmola Grano Duro Spaghetti;R$ 17,90;1 X 500 g
2369;Barilla Macarrão Piccolini Mini Penne Rigate;R$ 18,90;1 X 500 g
2370;Nissin Macarrão Instantâneo Sabor Galinha;R$ 2,79;1 X 85 g
2371;Petybon Macarrão Ninho 3 Com Ovos;R$ 7,49;1 X 500.0 g
2372;Barilla Macarrão com Ovos Parafuso;R$ 6,99;1 X 500 g
2373;Dona Raiz Macarrão Espaguete Integral;R$ 6,99;1 X 500 g
2374;Adoralle Macarrão Instantâneo Lámen Sabor Galinha Caipira;R$ 1,69;1 X 85 g
2375;Emegê Macarrão Parafuso;R$ 3,79;1 X 500 g
2376;Naked Nuts Pasta de Mix de Nuts Com Leite em pó;R$ 24,90;150 g
2377;Cristal Massa para Lasanha Pré-Cozida;R$ 3,69;1 X 200.0 g
2378;Barilla Macarrão de Sêmola Penne Rigate;R$ 19,90;1 X 500 g
2379;Adoralle Macarrão Instantâneo Galinha Caipira;R$ 1,69;1 X 85 g
2380;Cristal Massa Espaguete Sêmola Com Ovos;R$ 4,49;1 X 500 g
2381;Barilla Macarrão Grano Duro Mezze Penne Tricolore;R$ 19,90;1 X 500 g
2382;Cup Noodles Macarrão Instantâneo Galinha Caipira;R$ 5,99;1 X 69 g
2383;Barilla Macarrão Capellini Grano Duro;R$ 17,90;1 X 500 g
2384;Barilla Macarrão Spaghettini Nº 3;R$ 17,90;1 X 500 g
2385;Barilla Lasanha Massa com Ovos;R$ 7,99;1 X 200 g
2386;Nissin Macarrão Instantâneo Sabor Carne com Tomate;R$ 2,79;1 X 85 g
2387;Cup Noodles Macarrão Costela com Molho de Churrasco;R$ 5,99;1 X 68 g
2388;Cristal Massa Com Ovos Padre Nosso;R$ 4,49;500 g
2389;Barilla Macarrão de Sêmola Grano Duro Fusilli;R$ 19,90;1 X 500 g
2390;Urbano Macarrão Massa de Arroz Integral;R$ 7,99;1 X 500 g
2391;Barilla Macarrão Com Ovos Espaguetinho 9;R$ 6,99;1 X 500 g
2392;Cup Noodles Sabor Carne Defumada;R$ 5,99;1 X 69 g
2393;De Cecco Macarrão Spaghetti N°12;R$ 18,90;1 X 500 g
2394;Nissin Macarrão Instantâneo Talharim Queijo Parmesão;R$ 3,49;1 X 99 g
2395;Barilla Macarrão de Sêmola de Trigo Grano Duro Bucatini 9;R$ 18,90;1 X 500 g
2396;Barilla Massa Italiana de Lasanha;R$ 18,90;1 X 250.0 g
2397;Barilla Macarrão de Sêmola Rigatoni;R$ 19,90;1 X 500 g
2398;Nissin Macarrão Instantâneo Sabor Milho na Manteiga;R$ 2,79;1 X 75 g
2399;Cup Noodles Macarrão Instantâneo Yakissoba Tradicional;R$ 5,99;1 X 70 g
2400;Nissin Macarrão Instantâneo Miojo Hot Sabor Calabresa;R$ 2,79;1 X 85 g
2401;Urbano Macarrão De Arroz Padre Nosso;R$ 5,99;1 X 500 g
2402;Penne Adorallemassa Semola;R$ 4,49;1 X 500 g
2403;Barilla Macarrão Italiano Spaghettone;R$ 17,90;1 X 500 g
2404;Emegê Massa Ovos Penne;R$ 4,49;1 X 500 g
2405;Nissin Macarrão Instantâneo Sabor Canja de Galinha;R$ 2,79;1 X 75 g
2406;Cup Noodles Macarrão Instantâneo Frutos do Mar;R$ 5,99;1 X 65 g
2407;Mezzani Massa Para Pastel;R$ 5,99;1 X 200 g
2408;JK Massa De Pastel Discão;R$ 10,90;500 g
2409;Macarrao Cristal Instantâneo Carne/Tomate;R$ 1,79;85 g
2410;Emegê Macarrao Semola Espiral;R$ 3,79;500 g
2411;Pizza Massa Para Safita Gde Pre Assada;R$ 9,99;270 g
2412;Adoralle Macarrão Instantâneo Picanha;R$ 1,69;85 g
2413;Urbano Macarrão De Arroz Kids Sem Glúten;R$ 6,49;1 X 500 g
2414;D Guste Massa Pastel Media 400 G;R$ 10,90;400 g
2415;Rancheiro Café Capuccino Light;R$ 12,90;1 X 140 g
2416;Pilão Café Torrado e Moído Tradicional;R$ 15,99;1 X 500 g
2417;3 Corações Café Torrado e Moído Tradicional;R$ 16,90;1 X 500 g
2418;Melitta Filtro de Papel 103 Com;R$ 7,49;1 x 30 Und
2419;Melitta Filtro de Papel 102;R$ 6,99;1 X 30 Und
2420;Rancheiro Café Extra Forte;R$ 10,90;1 X 250 g
2421;Moinho Fino Café Extra Forte;R$ 18,90;1 X 500.0 g
2422;3 Corações Café Extraforte;R$ 16,90;1 X 500 g
2423;Illy Café em Cápsula Clássico Espresso;R$ 26,90;1 X 10 Und
2424;Pilão Café Torrado e Moído a Vácuo Tradicional;R$ 15,99;1 X 500.0 g
2425;Moinho Fino Cafe Premium;R$ 18,90;1 X 500 g
2426;Melitta Café Torrado e Moído Tradicional;R$ 9,59;1 X 250 g
2427;Melitta Café Torrado e Moído Extra Forte;R$ 18,90;1 X 500 g
2428;Rancheiro Café Tradicional;R$ 18,90;1 X 500 g
2429;3 Corações Cappuccino Solúvel Diet;R$ 18,90;1 X 150 g
2430;Melitta Café Sabor da Fazenda Tradicional;R$ 19,90;1 X 500 g
2431;Melitta Café Torrado e Moído Extraforte;R$ 9,49;1 X 250 g
2432;3 Corações Café Solúvel Granulado Descafeinado Refil;R$ 9,99;1 X 50 g
2433;3 Corações Filtro de Papel;R$ 8,99;1 X 30 Und
2434;Melitta Café Torrado e Moído Tradicional;R$ 18,90;1 X 500.0 g
2435;3 Corações Cappuccino Sabor Baunilha;R$ 1,89;1 X 20 g
2436;Starbucks Bebida Maquina Espresso Roast;R$ 22,90;1 X 10 Und
2437;3 Corações Filtro de Papel;R$ 7,99;1 X 30 Und
2438;Nestlé Café Nescafé Dolce Gusto Au Lait;R$ 21,99;1 X 10 Und
2439;Nescafé Café em Cápsula Torrado e Moído Matinal Dolce Gusto;R$ 21,99;1 X 10 Und
2440;3 Corações Café Cappuccino Chocolate Solúvel;R$ 1,89;1 X 20 g
2441;L'or Cafe Ristretto;R$ 23,90;1 X 10 Und
2442;Nescafé Café Dolce Gusto Expresso Intenso Cápsulas;R$ 21,99;1 X 10 Und
2443;Dolce Gusto Café em Cápsula Mochaccino com Canela;R$ 21,99;1 X 172.0 g
2444;Rancheiro Café;R$ 10,90;1 X 250 g
2445;Nescafé Café Solúvel Tradição Forte;R$ 17,90;1 X 100 g
2446;Rancheiro Café Solúvel Sache;R$ 7,49;1 X 50 g
2447;3 Corações Cappuccino Clássico;R$ 19,90;1 X 200 g
2448;Iguaçu Café Solúvel Gourmet;R$ 21,90;1 X 100 g
2449;3 Corações Café Descafeinado Vácuo;R$ 12,90;1 X 250 g
2450;Pilão Café em Cápsulas Extraforte;R$ 19,90;1 X 52 g
2451;3 Corações Café Solúvel Granulado Tradicional;R$ 6,49;1 X 50 g
2452;Nescafé Café Solúvel Extra Forte Original;R$ 17,90;1 X 100 g
2453;3 Poderes Café Extra Forte;R$ 13,90;1 X 500 g
2454;Melitta Café Gourmet Cerrado;R$ 14,90;1 X 250 g
2455;Melitta Café Cappuccino Tradicional;R$ 10,90;1 X 200 g
2456;Nescafé Dolce Gusto Cápsula Café Cappuccino;R$ 21,99;1 X 117 g
2457;Nespresso Café em Cápsula Starbucks Lungo House Blend;R$ 22,90;1 X 10 Und
2458;3 Corações Café Extraforte;R$ 16,90;1 X 500 g
2459;Starbucks Café Torrado E Moído Caffé Verona Dark Roast;R$ 26,90;1 X 250 g
2460;Pilão Cápsulas de Café Expresso;R$ 19,90;1 X 10 Und
2461;Melitta Café Torrado e Moído Descafeinado;R$ 16,90;1 X 250.0 g
2462;Café Brasileiro Café Extra Forte;R$ 13,90;1 X 500 g
2463;Illy Café em Cápsula Torrado e Moído Forte Espresso;R$ 26,90;1 X 10.0 Und
2464;Pilão Café em Cápsulas Espresso;R$ 36,90;1 X 20.0 Und
2465;3 Corações Café Solúvel Desafinado;R$ 11,90;1 X 50 g
2466;L'or Café em Cápsulas Torrado e Moído Ristretto Espresso;R$ 42,90;1 X 20 Und
2467;Melitta Kobber Granola Light Maçã;R$ 22,90;1 X 500 g
2468;Melitta Café Sul de Minas;R$ 14,90;1 X 250 g
2469;Pilão Café Extra Forte;R$ 15,99;1 X 500 g
2470;Melitta Café Torrado e Moído Mogiana Gourmet 100% Arábica;R$ 14,90;1 X 250 g
2471;Pilão Café Solúvel em Pó;R$ 3,59;1 X 40 g
2472;3 Corações Café Com Leite Refil;R$ 7,99;1 X 100 g
2473;Brasileiro Café Em Pó Tradicional;R$ 13,90;1 X 500 g
2474;Lór cafe em capsulas espresso forza;R$ 23,90;1 X 10 Und
2475;Predilecta Azeitona Verde Pote Sem Caroco;R$ 13,90;150 g
2476;Imperador Azeitona Verde sem Caroço em Conserva;R$ 24,90;1 X 280 g
2477;Knorr Milho Verde em Conserva;R$ 7,49;1 X 170 g
